FacID,Site,Call,Ch,PC,City,St,Lat,Lon,RCAMSL,HAAT,ERP,DA,AntID,Az
37101,,KETD,15,45,CASTLE ROCK,CO,394017,1051308,2357.81,320,52.8,DA,107393,0
35991,,KXRM-TV,22,22,COLORADO SPRINGS,CO,384443,1045142,2895.7,641,51,DA,44318,0
52579,,KRDO-TV,24,24,COLORADO SPRINGS,CO,384445,1045139,2901.2,675,200,DA,69348,0
35037,,KKTV,26,49,COLORADO SPRINGS,CO,384442,1045145,2974.7,723.8,350,DA,95877,0
40875,,KMGH-TV,7,7,DENVER,CO,394351,1051356,2368,359,54,DA,99061,0
23074,,KUSA,9,9,DENVER,CO,394351,1051356,2362,352.4,45,DA,90233,0
24514,,KCEC,14,26,DENVER,CO,394358,1051410,2259.6,244,414,DA,1000522,0
29455,,KQDK-CD,16,39,DENVER,CO,394031,1045226,1769,0,0.605,DA,109798,0
68695,,KPXC-TV,18,43,DENVER,CO,400559,1045404,1878,362,590,DA,85397,0
168750,,KSBS-CD,19,41,DENVER,CO,394346,1051410,2255.03,0,9.4,DA,108478,100
20476,,KRMT,20,40,DENVER,CO,393559,1051237,2438,344,49,DA,72051,0
68581,,KTVD,31,19,DENVER,CO,394351,1051356,2384,374,1000,DA,89527,0
14040,,KRMA-TV,33,18,DENVER,CO,394017,1051308,2416,385,1000,DA,96476,0
35883,,KWGN-TV,34,34,DENVER,CO,394358,1051410,2341,336,1000,ND,,
47903,,KCNC-TV,35,35,DENVER,CO,394351,1051356,2384,374,1000,DA,87054,0
126,,KDVR,36,32,DENVER,CO,394342,1051416,2323,314,1000,DA,101908,0
48589,,KREZ-TV,15,15,DURANGO,CO,371546,1075400,2370.9,90.4,46,DA,44437,0
84224,,KRMU,20,20,DURANGO,CO,371546,1075400,2363,130,12.6,DA,65291,0
82613,,KRTN-TV,33,33,DURANGO,CO,371546,1075347,2367,122,50,DA,86725,0
125,,KFCT,21,21,FORT COLLINS,CO,403832,1044907,1793,233,50,ND,,
70578,,KREG-TV,23,23,GLENWOOD SPRINGS,CO,392507,1072208,3241,771,16.1,DA,107698,0
70596,,KREX-TV,2,2,GRAND JUNCTION,CO,390517,1083400,1513.8,27.8,0.8,DA,107220,0
52593,,KGBY,7,7,GRAND JUNCTION,CO,390255,1081508,3052,892,9.7,DA,30167,0
24766,,KKCO,12,12,GRAND JUNCTION,CO,390360,1084447,2244,452,5.3,DA,44527,0
31597,,KFQX,15,15,GRAND JUNCTION,CO,390358,1084448,2200,407,71.5,DA,29771,0
14042,,KRMJ,18,18,GRAND JUNCTION,CO,390358,1084445,2204,409,21,DA,98926,0
71948,,KGJT-CD,27,27,GRAND JUNCTION,CO,390520,1081339,3058,0,1.94,DA,20753,280
166510,,KPJR-TV,17,38,GREELEY,CO,400559,1045404,1878,362,633,DA,87065,0
38375,,KDEN-TV,29,29,LONGMONT,CO,400559,1045404,1895.8,379.1,800,DA,87924,0
70579,,KREY-TV,13,13,MONTROSE,CO,383102,1075114,1942.7,35,2.6,DA,104949,0
69170,,KTSC,8,8,PUEBLO,CO,384443,1045141,2966,720,22.4,DA,91830,0
166331,,KVSN-DT,25,48,PUEBLO,CO,384442,1045139,2943.5,695,222,DA,91876,0
59014,,KOAA-TV,28,42,PUEBLO,CO,384442,1045141,2912,660,664,DA,68141,120
24515,,KGHB-CD,21,27,"PUEBLO, ETC.",CO,382221,1043340,1649,0,13.1,DA,108442,175
20373,,KRMZ,10,10,STEAMBOAT SPRINGS,CO,402743,1065059,2532.2,175.2,0.481,DA,73298,0
63158,,KCDO-TV,23,23,STERLING,CO,400201,1035619,1833,402,1000,ND,,
13594,,WEDW,21,49,BRIDGEPORT,CT,411644,731106,304,220,96.6,DA,98009,0
74214,,WUTH-CD,22,47,HARTFORD,CT,414230,722832,274.7,0,9.03,DA,18125,295
13602,,WEDH,30,45,HARTFORD,CT,414213,724955,604,505,365,DA,91370,0
147,,WTIC-TV,34,31,HARTFORD,CT,414213,724955,605,506,526,DA,105619,0
53115,,WFSB,36,33,HARTFORD,CT,414630,724818,375.8,288.8,1000,DA,44846,0
74170,,WVIT,31,35,NEW BRITAIN,CT,414202,724955,532,434,230,DA,65777,0
74109,,WTNH,10,10,NEW HAVEN,CT,412522,725704,440,342,20.5,DA,65037,0
51980,,WHPX-TV,28,26,NEW LONDON,CT,412503,721153,448.6,384,496,DA,87428,0
13607,,WEDN,9,9,NORWICH,CT,413114,721001,284,192,4.2,DA,91371,0
14050,,WCCT-TV,33,20,WATERBURY,CT,414213,724955,615,516,69.2,ND,,
1051,,WJLA-TV,7,7,WASHINGTON,DC,385701,770446,309.5,235.6,52,ND,,
65593,,WUSA,9,9,WASHINGTON,DC,385701,770446,309.5,235.6,52,ND,,
65670,,WETA-TV,14,27,WASHINGTON,DC,385701,770446,327,254,53.8,ND,,
27772,,WHUT-TV,33,33,WASHINGTON,DC,385701,770446,327.2,254,100,ND,,
47904,,WRC-TV,34,48,WASHINGTON,DC,385624,770453,312,242,624,ND,,
22207,,WTTG,36,36,WASHINGTON,DC,385722,770458,295.8,227,1000,ND,,
189357,,WMDE,5,5,DOVER,DE,385718,760534,154.1,145,10,ND,,
72335,,WDPB,24,44,SEAFORD,DE,383915,753641,205,196,65.2,DA,66096,70
1283,,KJWP,2,2,WILMINGTON,DE,400230,751410,378.9,310.8,9.36,DA,117588,0
72338,,WHYY-TV,13,12,WILMINGTON,DE,400230,751422,359,294,30,DA,109173,0
51984,,WPPX-TV,34,31,WILMINGTON,DE,400230,751410,438.6,374,213,DA,39302,0
51349,,WBEC-TV,25,40,BOCA RATON,FL,255910,801136,287.3,285,734,DA,80778,0
6601,,WXPX-TV,29,42,BRADENTON,FL,274911,821538,495,474,198,ND,,
70649,,WFTX-TV,34,35,CAPE CORAL,FL,264743,814804,411.8,404,911,DA,67859,0
11125,,WCLF,21,21,CLEARWATER,FL,274911,821538,427,409,1000,DA,32885,0
57538,,WXAX-CD,26,26,CLEARWATER,FL,275051,821549,423.2,0,5.9,DA,1000625,280
53465,,WKCF,23,17,CLERMONT,FL,283513,810457,481,472,1000,DA,38022,0
6744,,WEFS,30,30,COCOA,FL,283636,810334,500,491,300,DA,105384,0
24582,,WHLV-TV,32,51,COCOA,FL,283513,810457,505.4,494,699,DA,87171,0
25738,,WESH,11,11,DAYTONA BEACH,FL,283636,810334,522,511,54.9,DA,41527,0
131,,WVEN-TV,15,49,DAYTONA BEACH,FL,285511,811907,428.7,428,59,DA,79134,0
41375,,WDYB-CD,21,14,DAYTONA BEACH,FL,285809,811630,88.3,0,11.8,DA,110213,45
4353,,WDES-CD,22,35,DESTIN,FL,302350,863027,53,0,3.78,DA,20466,5
81669,,WFBD,29,48,DESTIN,FL,305953,864313,372.6,318.3,691,DA,65951,0
64971,,WSCV,30,30,FORT LAUDERDALE,FL,255910,801136,306.3,304,1000,DA,87678,0
71085,,WBBH-TV,15,15,FORT MYERS,FL,264922,814553,463.2,453.9,1000,DA,59198,0
62388,,WGCU,22,31,FORT MYERS,FL,264855,814542,282.2,274,244,ND,,
22093,,WINK-TV,31,50,FORT MYERS,FL,264802,814547,451.6,443,696,DA,97605,0
29715,,WTCE-TV,18,38,FORT PIERCE,FL,270132,801042,299.9,297,649,DA,87247,0
35575,,WTVX,20,34,FORT PIERCE,FL,270720,802319,463,455.7,737,DA,86991,0
6554,,WFGX,14,50,FORT WALTON BEACH,FL,303646,873842,615.7,582.8,471,DA,96359,0
54938,,WAWD,25,49,FORT WALTON BEACH,FL,302715,865159,77.9,61,19.9,DA,105433,356
31570,,WPAN,31,40,FORT WALTON BEACH,FL,302410,865935,222,219,28,DA,97664,0
83965,,WNBW-DT,8,9,GAINESVILLE,FL,293748,823424,306.2,280,4.9,DA,89879,0
16993,,WCJB-TV,16,16,GAINESVILLE,FL,293212,822359,279.1,254.4,344,DA,75840,0
7726,,WYME-CD,27,45,GAINESVILLE,FL,293210,821917,177,0,10.5,DA,42968,15
69440,,WUFT,36,36,GAINESVILLE,FL,294235,822339,301,263,1000,ND,,
7727,,WGFL,29,28,HIGH SPRINGS,FL,293748,823423,287,265,172,DA,73079,55
60536,,WAMI-DT,24,47,HOLLYWOOD,FL,255910,801136,300,297,631,DA,71376,0
63901,,WYKE-CD,24,47,INGLIS/YANKEETOWN,FL,285303,823119,102.4,0,9.45,DA,71666,0
73130,,WJCT,9,7,JACKSONVILLE,FL,301652,813411,308,302,18,DA,86010,0
4754,,WJKF-CA,11,9,JACKSONVILLE,FL,301654,813414,198,0,0.024,DA,22451,0
65046,,WTLV,13,13,JACKSONVILLE,FL,301625,813312,296.5,290.7,53.3,DA,91639,0
11909,,WFOX-TV,14,32,JACKSONVILLE,FL,301652,813411,296,291,663,DA,42562,0
53116,,WJXT,18,42,JACKSONVILLE,FL,301625,813312,300,294,587,DA,41583,0
35576,,WJAX-TV,19,19,JACKSONVILLE,FL,301652,813411,296,291,1000,DA,42083,0
29712,,WCWJ,20,34,JACKSONVILLE,FL,301637,813346,288,282.5,636,DA,71837,0
29719,,WJEB-TV,21,44,JACKSONVILLE,FL,301635,813351,293.1,288,622,DA,87258,0
70414,,WBXJ-CD,34,43,"JACKSONVILLE, ETC.",FL,301635,813351,109.1,0,5.87,ND,,
72053,,WSBS-TV,3,3,KEY WEST,FL,243320,814806,54,54,1,DA,69987,75
27387,,WGEN-TV,8,8,KEY WEST,FL,243320,814804,55.9,55.9,7,DA,86600,60
4352,,WCAY-CD,36,36,KEY WEST,FL,243408,814402,42,0,5.74,DA,20735,255
61702,,WKME-CD,21,15,KISSIMMEE,FL,282132,813044,127,0,15,DA,20753,130
27290,,WPXP-TV,36,36,LAKE WORTH,FL,263521,801243,390.1,385,1000,DA,43353,0
53819,,WMOR-TV,18,19,LAKELAND,FL,274911,821538,478.9,457.5,976,ND,,
60018,,WACX,7,40,LEESBURG,FL,283513,810457,505.6,493.6,20.8,DA,68983,0
22245,,WFXU,17,48,LIVE OAK,FL,303301,830047,170.4,133.6,11.6,DA,81058,0
81594,,WBIF,26,51,MARIANNA,FL,303043,852917,302,254,30.7,DA,85710,0
67602,,WOPX-TV,14,48,MELBOURNE,FL,280538,810727,473,456,488,DA,67869,0
5802,,WOTF-DT,22,43,MELBOURNE,FL,283513,810457,503.4,492,648,DA,87021,0
71238,,WMVJ-CD,29,29,MELBOURNE,FL,280250,804033,134.6,0,15,DA,16387,330
63840,,WSVN,9,7,MIAMI,FL,255801,801242,309.1,307.1,158,DA,93608,0
53113,,WPLG,10,10,MIAMI,FL,255801,801242,311,309,128,DA,99550,0
30129,,WPMF-CD,17,38,MIAMI,FL,255808,801319,196.5,0,2.97,DA,114183,0
48608,,WPXM-TV,21,35,MIAMI,FL,255910,801136,284,282,179,DA,101045,0
47902,,WFOR-TV,22,22,MIAMI,FL,255808,801319,299,296.9,1000,DA,111580,0
73230,,WLTV-DT,23,23,MIAMI,FL,255808,801319,299.4,297,1000,DA,93718,0
66358,,WLRN-TV,26,20,MIAMI,FL,255847,801145,303,301,997,DA,88496,0
10203,,WSFL-TV,27,19,MIAMI,FL,255808,801319,241,239,1000,DA,67745,0
67971,,WHFT-TV,28,46,MIAMI,FL,255935,801026,310.4,308,701,DA,87303,0
13456,,WPBT,29,18,MIAMI,FL,255731,801243,311,309,1000,DA,30258,0
63154,,WTVJ,31,31,MIAMI,FL,255808,801319,313.7,311,1000,ND,,
12497,,WBFS-TV,32,32,MIAMI,FL,255808,801319,299,296.9,1000,DA,111579,0
60165,,WJAN-CD,33,41,MIAMI,FL,253225,802806,509.9,0,12.8,DA,99052,0
29547,,WSBS-CD,19,50,"MIAMI, ETC.",FL,255910,801136,237.3,0,7.98,DA,97591,270
25538,,WHDN-CD,26,26,NAPLES,FL,261208,814848,71,0,15,DA,109821,0
19183,,WZVN-TV,28,41,NAPLES,FL,264922,814553,463.2,453.9,769,DA,59197,0
58261,,WWDT-CD,30,43,NAPLES,FL,263019,815113,125.8,0,11.6,DA,17749,45
61504,,WXCW,32,45,NAPLES,FL,264709,814739,464,456,777,DA,33429,0
12171,,WDSC-TV,24,33,NEW SMYRNA BEACH,FL,283636,810334,500,491,254,DA,68482,0
70651,,WOGX,31,31,OCALA,FL,292133,821942,288,259,500,DA,39152,0
2130,,WZRA-CA,15,48,OLDSMAR,FL,281533,824344,92,0,0.425,DA,24166,105
11893,,WJXX,10,10,ORANGE PARK,FL,301625,813312,296.5,290.7,29.5,DA,91640,0
10549,,WRCF-CD,16,35,ORLANDO,FL,283408,811354,130.3,0,7.86,DA,107456,90
71293,,WKMG-TV,26,26,ORLANDO,FL,283636,810334,525,516,944,DA,87823,0
55454,,WRDQ,27,27,ORLANDO,FL,283408,810315,501,490,1000,DA,103644,0
54940,,WRBW,28,41,ORLANDO,FL,283636,810334,523.6,515.4,587,ND,,
10073,,WTMO-CD,31,31,ORLANDO,FL,283623,812724,156,0,15,DA,17753,135
41225,,WOFL,33,22,ORLANDO,FL,283614,810510,460.2,449,770,ND,,
12855,,WUCF-TV,34,23,ORLANDO,FL,283609,810536,391.8,380.1,1000,DA,40155,0
72076,,WFTV,35,39,ORLANDO,FL,283408,810315,501,490,924,DA,103643,0
10521,,WHDO-CD,36,38,ORLANDO,FL,282202,812312,159.4,0,14.4,ND,,
70415,,WZXZ-CD,20,36,"ORLANDO, ETC.",FL,283408,811354,54.3,0,0.706,DA,118194,270
52240,,WJGV-CD,25,25,PALATKA,FL,293449,814156,100,0,9.5,ND,,
11123,,WFGC,7,49,PALM BEACH,FL,264548,801218,128.1,123,11.1,DA,98382,0
70865,,WTCN-CA,17,43,PALM BEACH,FL,270132,801042,296.9,0,8.64,ND,,
2942,,WPGX,9,9,PANAMA CITY,FL,302343,853202,238.5,217,24.1,DA,107353,123
66398,,WMBB,13,13,PANAMA CITY,FL,302109,852328,462,434,42,DA,85964,0
73136,,WJHG-TV,16,18,PANAMA CITY,FL,302109,852328,439,411,952,DA,1000652,0
4351,,WPFN-CD,22,22,PANAMA CITY,FL,301053,854643,50,0,15,DA,116374,0
6093,,WFSG,28,38,PANAMA CITY,FL,302203,855528,144,133,129,ND,,
4354,,WPCT,33,47,PANAMA CITY BEACH,FL,301060,854642,60,59,101,DA,96731,161
69993,,WBQP-CD,12,12,PENSACOLA,FL,302833,871516,119.4,0,2.26,ND,,
71363,,WEAR-TV,17,17,PENSACOLA,FL,303646,873843,612,579,1000,DA,84469,0
17611,,WSRE,24,31,PENSACOLA,FL,303641,873627,590,549,859,DA,75266,0
10894,,WHBR,34,34,PENSACOLA,FL,303646,873843,447.8,415,1000,DA,68972,0
41210,,WJTC,35,45,PENSACOLA,FL,303517,873313,490,457,826,DA,42957,10
61251,,WWSB,24,24,SARASOTA,FL,273322,822147,249,234,90,ND,,
39241,,WQXT-CD,29,28,ST. AUGUSTINE,FL,295415,812254,128.5,0,15,DA,106701,340
11290,,WTSP,10,10,ST. PETERSBURG,FL,274911,821538,498.2,476.9,69,DA,103583,0
74112,,WTOG,19,44,ST. PETERSBURG,FL,274947,821558,474,454,326,ND,,
11559,,WSPF-CD,36,38,ST. PETERSBURG,FL,274947,821558,328,0,14.4,DA,108557,280
63557,,WWHB-CA,33,48,STUART,FL,270132,801042,296.9,0,1.58,ND,,
83929,,WHDT,34,42,STUART,FL,263438,801431,443.8,439.3,599,DA,91102,0
66908,,WTWC-TV,22,40,TALLAHASSEE,FL,304051,835821,648.2,600,317,ND,,
82735,,WTLF,24,24,TALLAHASSEE,FL,302941,842503,78,39,24,DA,65784,0
41065,,WTXL-TV,27,27,TALLAHASSEE,FL,304007,835810,561,518,1000,ND,,
3032,,WVUP-CD,30,45,TALLAHASSEE,FL,303428,841209,305.2,0,11.2,ND,,
21801,,WFSU-TV,32,32,TALLAHASSEE,FL,302132,843638,280,237,938,ND,,
64592,,WFLA-TV,9,7,TAMPA,FL,275033,821544,485.9,465,32,ND,,
68569,,WTVT,12,12,TAMPA,FL,274909,821425,460.2,436,72.3,DA,85539,0
21808,,WEDU,13,13,TAMPA,FL,275051,821549,491.8,470.9,25,ND,,
64588,,WFTS-TV,17,29,TAMPA,FL,275033,821544,489,468,760,DA,91849,0
60559,,WFTT-DT,20,47,TAMPA,FL,275051,821549,408.2,387,374,DA,89254,0
74559,,WRMD-CD,30,49,TAMPA,FL,275652,822732,159.7,0,10.4,DA,17717,255
55106,,WARP-CD,22,20,TAMPA-ST. PETERSBURG,FL,275201,823726,141.5,0,15,DA,16697,345
51988,,WPBF,16,16,TEQUESTA,FL,270720,802340,458.5,450,1000,DA,105018,0
71580,,WRXY-TV,33,33,TICE,FL,264709,814746,435,429,1000,DA,32880,0
16788,,WVEA-TV,25,25,VENICE,FL,274911,821538,497.9,472,750,DA,39529,0
18894,,WWCI-CD,10,10,VERO BEACH,FL,273614,802303,46.3,0,3,DA,112080,165
59443,,WPTV-TV,12,12,WEST PALM BEACH,FL,263521,801243,391,386.3,50,ND,,
52527,,WPEC,13,13,WEST PALM BEACH,FL,263519,801229,313,309,90,DA,86862,0
39736,,WFLX,35,28,WEST PALM BEACH,FL,263438,801431,462.3,458,728,DA,38600,0
70713,,WALB,10,10,ALBANY,GA,311953,835143,400.2,297,22,ND,,
70815,,WFXL,12,12,ALBANY,GA,311953,835143,355.7,253,60,DA,75986,0
23948,,WGTV,7,8,ATHENS,GA,334818,840840,606.5,330,21,ND,,
48813,,WUVG-DT,18,48,ATHENS,GA,334826,842022,596.4,310.3,539,ND,,
51163,,WXIA-TV,10,10,ATLANTA,GA,334524,841955,595.1,303,80,ND,,
35090,,WSKC-CD,14,22,ATLANTA,GA,335838,840923,404.7,0,12.3,DA,102792,150
72120,,WGCL-TV,19,19,ATLANTA,GA,334826,842022,615.3,329,1000,ND,,
168812,,WANN-CD,20,29,ATLANTA,GA,334826,842022,615.3,0,11.4,DA,94292,0
4190,,WPBA,21,21,ATLANTA,GA,334532,842007,549,265.7,55.4,DA,33422,0
22819,,WATL,25,25,ATLANTA,GA,334826,842022,615,332,500,DA,44793,0
70689,,WAGA-TV,27,27,ATLANTA,GA,334751,842002,618,332,1000,ND,,
168094,,WYGA-CD,29,16,ATLANTA,GA,334441,842136,575,0,5.38,DA,92712,195
64033,,WPCH-TV,31,20,ATLANTA,GA,334826,842022,596.4,310.3,1000,ND,,
23960,,WSB-TV,32,39,ATLANTA,GA,334551,842142,608,316,869,DA,88540,0
55108,,WIRE-CD,33,40,ATLANTA,GA,334441,842136,539.4,0,13.1,DA,16383,340
13206,,WATC-DT,34,41,ATLANTA,GA,340359,842717,626,317,288,ND,,
6900,,WUPA,36,43,ATLANTA,GA,334826,842022,615.5,329.4,874,ND,,
73937,,WRDW-TV,12,12,AUGUSTA,GA,332437,815036,560.8,483.6,20.2,ND,,
3369,,WBEK-CD,16,16,AUGUSTA,GA,332825,820205,180.7,0,6.9,DA,17797,75
17464,,WBPI-CD,19,49,AUGUSTA,GA,333053,815622,315.6,0,8.14,ND,,
27140,,WJBF,28,42,AUGUSTA,GA,332421,815000,584.2,507,755,ND,,
3228,,WFXG,36,51,AUGUSTA,GA,332501,815005,445,363,28,DA,67958,0
23486,,WTLH,19,50,BAINBRIDGE,GA,304051,835821,645,597,354,ND,,
69446,,WGSA,35,35,BAXLEY,GA,320249,812026,355.3,349,1000,DA,77877,0
71236,,WPXC-TV,24,24,BRUNSWICK,GA,304940,814426,421.2,417,790,DA,87448,0
23942,,WNGH-TV,4,33,CHATSWORTH,GA,344506,844254,903,537,2.59,DA,97689,0
23935,,WMUM-TV,9,7,COCHRAN,GA,322812,831517,436.1,331.6,31,ND,,
23918,,WJSP-TV,5,23,COLUMBUS,GA,325108,844204,705,444,1.34,DA,80959,0
595,,WTVM,11,11,COLUMBUS,GA,321917,844728,675.2,554,31,ND,,
3359,,WRBL,15,15,COLUMBUS,GA,321917,844728,628.2,507,1000,ND,,
12472,,WXTX,24,49,COLUMBUS,GA,322740,845243,421,312,304,DA,67961,0
17544,,WYBU-CD,26,16,COLUMBUS,GA,322760,850322,291.1,0,15,DA,93555,315
37179,,WLTZ,35,35,COLUMBUS,GA,322729,845308,483.1,377.2,50,ND,,
63867,,WSST-TV,34,51,CORDELE,GA,315336,834818,205,110,66.2,ND,,
49236,,WDNN-CD,20,49,DALTON,GA,344400,850103,573,0,3.28,DA,23503,0
60825,,WELF-TV,28,16,DALTON,GA,344923,852506,754.6,413,475,DA,103341,0
49235,,WDGA-CD,30,47,DALTON,GA,344400,850103,573,0,2.28,DA,23503,0
23930,,WACS-TV,7,8,DAWSON,GA,315616,843315,465,333,4.69,DA,84968,0
46991,,WMAZ-TV,13,13,MACON,GA,324511,833332,351.7,238,52.6,ND,,
21150,,WDMA-CD,16,31,MACON,GA,325029,834018,311,0,10.7,DA,20384,65
58262,,WGXA,26,16,MACON,GA,324459,833335,332.8,216,1000,DA,77955,0
43847,,WMGT-TV,30,40,MACON,GA,324513,833346,299.3,189,90.1,ND,,
24618,,WGNM,33,45,MACON,GA,324552,833332,335,223,793,DA,60980,0
68058,,WHSG-TV,22,44,MONROE,GA,334826,842022,596.4,310.3,636,ND,,
35418,,WKTB-CD,23,47,NORCROSS,GA,335501,841206,434.6,0,7.7,DA,16389,0
23917,,WABW-TV,6,6,PELHAM,GA,310806,840616,462.4,378.9,10.5,ND,,
54728,,WPGA-TV,23,32,PERRY,GA,324505,833327,302.6,185.7,82.2,DA,68372,0
51969,,WPXA-TV,16,31,ROME,GA,341848,843855,926,600,711,DA,1000513,0
23947,,WVAN-TV,8,9,SAVANNAH,GA,320849,813704,413.4,388.3,20,ND,,
590,,WTOC-TV,11,11,SAVANNAH,GA,320315,812100,448,441,24.4,ND,,
48662,,WSAV-TV,16,39,SAVANNAH,GA,320332,811754,447.1,442,606,ND,,
37174,,WJCL,22,22,SAVANNAH,GA,320330,812018,443,436,350,DA,95939,0
31590,,WCTV,20,46,THOMASVILLE,GA,304014,835626,616.2,566,586,ND,,
63329,,WGTA,24,24,TOCCOA,GA,343635,832215,592.5,235.1,240,DA,111285,325
48763,,WBFL-CA,13,13,VALDOSTA,GA,304009,831931,152,0,0.024,DA,89573,5
28155,,WSWG,31,43,VALDOSTA,GA,311019,832157,328,253,39.5,DA,77032,0
23487,,WBVJ-LP,35,35,VALDOSTA,GA,305814,831712,149,0,0.024,DA,16947,0
23929,,WXGA-TV,7,8,WAYCROSS,GA,311318,823424,357.5,308,35.3,ND,,
23937,,WCES-TV,6,6,WRENS,GA,331534,821708,544,429.4,7.9,ND,,
25511,,KGTF,12,12,AGANA,GU,132922,-1451014,242,177.8,54.7,DA,84977,0
51233,,KUAM-TV,8,8,HAGATNA,GU,132558,-1451715,343,304,3.5,ND,,
29232,,KTGM,14,14,TAMUNING,GU,132926,-1451010,228.9,187.5,12.5,ND,,
36914,,KGMD-TV,9,9,HILO,HI,194249,1550803,336,31,2,DA,93291,0
4146,,KHAW-TV,11,11,HILO,HI,194249,1550803,336,30.5,3.35,DA,85487,0
64544,,KHVO,13,13,HILO,HI,194249,1550803,336,-92,2,DA,87327,0
34846,,KHBC-TV,22,22,HILO,HI,194340,1550401,46,-170,8,DA,44792,0
37103,,KWHD,23,23,HILO,HI,194249,1550803,308.7,33,14.9,DA,72803,0
4144,,KHON-TV,8,8,HONOLULU,HI,211728,1575008,142,17,7.2,DA,100736,0
26431,,KHET,11,11,HONOLULU,HI,212352,1580600,801.6,625,15.7,DA,90267,0
51241,,KALO,18,38,HONOLULU,HI,212334,1580548,707.3,577,62.6,DA,107351,0
34527,,KIKU,19,19,HONOLULU,HI,212340,1580550,769,606.4,60.7,DA,43104,0
64548,,KITV,20,40,HONOLULU,HI,211726,1575024,127.9,1,55.6,DA,68040,0
36917,,KFVE,22,22,HONOLULU,HI,212352,1580600,805,629,40,DA,91062,0
34445,,KGMB,23,23,HONOLULU,HI,212352,1580600,805,629,23,DA,90561,0
27425,,KWBN,26,43,HONOLULU,HI,212334,1580548,716,577,4.58,ND,,
3246,,KAAH-TV,27,27,HONOLULU,HI,212334,1580548,716,580,262,DA,45219,0
36846,,KWHE,31,31,HONOLULU,HI,211838,1575133,140,5,20.1,DA,72786,35
65395,,KBFD-DT,33,33,HONOLULU,HI,211838,1575133,129,-36,49.6,DA,79576,0
34867,,KHNL,35,35,HONOLULU,HI,212352,1580600,805,629,25,DA,90560,0
27969,,KHLU-CD,36,46,HONOLULU,HI,212334,1580548,705.2,0,12.3,DA,105227,0
83180,1,KKAI,25,50,KAILUA,HI,211912,1574043,424.9,373,7.34,DA,16352,0
83180,2,KKAI,25,50,KAILUA,HI,212411,1580551,840,687,29.5,DA,110407,55
664,,KLEI-TV,25,25,KAILUA-KONA,HI,194304,1555506,1635.5,825,5.5,ND,,
77483,,KPXO-TV,32,41,KANEOHE,HI,211938,1574514,757.4,632,28.5,DA,20052,0
4145,,KAII-TV,7,7,WAILUKU,HI,203926,1562136,1410,753,3.69,DA,89841,0
26428,,KMEB,10,10,WAILUKU,HI,203926,1562136,1410,747,21.1,DA,89863,0
64551,,KMAU,12,12,WAILUKU,HI,203926,1562136,1410,747,9,DA,89808,0
34859,,KOGG,16,16,WAILUKU,HI,203926,1562136,1419.9,818,50,DA,76827,0
37105,,KWHM,21,21,WAILUKU,HI,203926,1562136,1418,755,23.5,DA,90085,0
36920,,KGMV,24,24,WAILUKU,HI,203926,1562136,1418,755,77,DA,89870,0
89714,1,KUPU,15,15,WAIMANALO,HI,211912,1574043,424.9,373,12,DA,16352,0
89714,2,KUPU,15,15,WAIMANALO,HI,212411,1580551,840,687,49.6,DA,111420,55
8661,,WOI-DT,5,5,AMES,IA,414833,933654,857.2,566,13.9,ND,,
51502,,KCWI-TV,23,23,AMES,IA,414948,933655,902.9,610,246,ND,,
7841,,KGCW,21,41,BURLINGTON,IA,410808,904831,579.6,388,404,DA,88416,0
9719,,KCRG-TV,9,9,CEDAR RAPIDS,IA,421859,915132,883,607,48,ND,,
21156,,KPXR-TV,22,47,CEDAR RAPIDS,IA,421717,915255,582.2,309,301,ND,,
35336,,KFXA,27,27,CEDAR RAPIDS,IA,420525,920514,728,449,1000,DA,29380,0
25685,,KGAN,29,29,CEDAR RAPIDS,IA,421859,915131,861,585,850,ND,,
29108,,KBIN-TV,33,33,COUNCIL BLUFFS,IA,411515,955009,424,98,200,ND,,
6885,,KWQC-TV,17,36,DAVENPORT,IA,411844,902246,553.9,329,658,ND,,
54011,,KLJB,30,49,DAVENPORT,IA,411844,902245,554.2,343.7,694,DA,44477,0
5471,,KQIN,34,34,DAVENPORT,IA,411844,902246,457.5,233,200,DA,110052,345
70417,,WBXF-CA,4,4,DES MOINES,IA,413513,933735,393,0,0.024,DA,21261,0
33710,,KCCI,8,8,DES MOINES,IA,414835,933717,887.7,597,28.3,ND,,
29102,,KDIN-TV,11,11,DES MOINES,IA,414833,933654,893,600,22.5,ND,,
66221,,WHO-DT,13,13,DES MOINES,IA,414833,933654,893,600,36.5,ND,,
56527,,KDSM-TV,16,16,DES MOINES,IA,414948,933655,902.9,612,1000,DA,104012,0
78915,,KDMI,19,19,DES MOINES,IA,414948,933655,902.9,610,839,ND,,
17625,,KFXB-TV,14,43,DUBUQUE,IA,423109,903711,510.2,261,534,DA,89371,350
29100,,KTIN,25,25,FORT DODGE,IA,424903,942442,711.3,355,600,DA,75579,0
29095,,KIIN,12,12,IOWA CITY,IA,414315,912030,668.8,439,57,ND,,
35096,,KWKB,25,25,IOWA CITY,IA,414329,912111,652.3,418.9,1000,DA,78683,0
46753,,KDAO-CD,17,44,MARSHALLTOWN,IA,420417,925519,322.6,0,0.78,ND,,
29086,,KYIN,18,18,MASON CITY,IA,432832,924230,838.2,448.5,533,DA,87718,0
66402,,KIMT,24,42,MASON CITY,IA,432832,924230,853,463,553,ND,,
