FacID,Site,Call,Ch,PC,City,St,Lat,Lon,RCAMSL,HAAT,ERP,DA,AntID,Az
81509,,KFPX-TV,36,39,NEWTON,IA,414905,931233,435,154,109,DA,79383,0
53820,,KYOU-TV,15,15,OTTUMWA,IA,411142,915716,583,360,360,DA,103933,0
29085,,KHIN,35,35,RED OAK,IA,412040,951522,856,475,600,DA,32182,0
11265,,KCAU-TV,9,9,SIOUX CITY,IA,423511,961357,1007,616,43.9,ND,,
66170,,KTIV,14,41,SIOUX CITY,IA,423512,961319,1000.4,609,484,ND,,
29096,,KSIN-TV,28,28,SIOUX CITY,IA,423053,961816,721,348.3,400,ND,,
77451,,KPTH,30,49,SIOUX CITY,IA,423512,961319,980,587,694,DA,29809,0
39665,,KMEG,32,39,SIOUX CITY,IA,423512,961320,1002,611,870,ND,,
593,,KWWL,7,7,WATERLOO,IA,422402,915037,886.7,601,49,ND,,
29114,,KRIN,35,35,WATERLOO,IA,421859,915132,862,584,250,DA,70607,0
34858,,KTVB,7,7,BOISE,ID,434516,1160559,2185.5,806,42.1,ND,,
49760,,KBOI-TV,9,9,BOISE,ID,434521,1160557,2245,862,25,DA,110774,0
35097,,KKJB,15,39,BOISE,ID,434423,1160818,1835,534,20.7,DA,86492,235
27621,,KCLP-CA,18,18,BOISE,ID,434518,1160555,2187,0,0.453,DA,65173,225
62442,1,KAID,21,21,BOISE,ID,434931,1163032,982.86,154,0.093,DA,93009,0
62442,2,KAID,21,21,BOISE,ID,433544,1160840,1121.5,50,0.251,DA,93010,0
62442,3,KAID,21,21,BOISE,ID,433544,1160840,1120,49,0.059,DA,93011,0
62442,4,KAID,21,21,BOISE,ID,434521,1160557,2244.6,858,725,DA,93012,0
11644,,K31FD-D,31,31,BOISE,ID,434518,1160555,2170,0,15,DA,94509,242
59363,,KNIN-TV,10,10,CALDWELL,ID,434518,1160555,2199,818,25,DA,105403,0
62424,,KCDT,18,45,COEUR D'ALENE,ID,474354,1164351,1264.7,465,31.1,DA,87743,0
66257,,K49ND-D,34,49,"FISH CREEK, ETC.",ID,424825,1122918,2219,0,0.603,DA,20741,60
66258,,KIFI-TV,8,8,IDAHO FALLS,ID,433004,1123946,2033,464,63,ND,,
56028,,KIDK,36,36,IDAHO FALLS,ID,432951,1123953,2026.1,458,200,DA,1000521,0
56032,,KLEW-TV,32,32,LEWISTON,ID,462727,1170560,939,349,133,DA,96215,0
59257,,K27DX-D,27,27,MCCALL,ID,444554,1161156,2246,0,15,DA,20735,333
62382,,KUID-TV,12,12,MOSCOW,ID,464054,1165817,1186,339.7,78,ND,,
28230,,KTRV-TV,13,13,NAMPA,ID,434518,1160555,2219.8,829,17,ND,,
59255,,KIVI-TV,24,24,NAMPA,ID,434521,1160557,2244.6,858.1,736,DA,105457,0
17402,,K17ED-D,17,17,PAYETTE,ID,440344,1165426,870,0,13.6,DA,115051,260
86205,,KPIF,15,15,POCATELLO,ID,425150,1123113,1851,327,239,DA,85697,0
62430,1,KISU-TV,17,17,POCATELLO,ID,433002,1123939,2017.8,451.1,189,ND,,
62430,2,KISU-TV,17,17,POCATELLO,ID,425200,1123051,1794.1,281,0.132,DA,20753,110
1270,,KPVI-DT,23,23,POCATELLO,ID,425512,1122048,2003.9,398.4,505,DA,73086,0
78910,,KFXP,31,31,POCATELLO,ID,425515,1122047,2057,447,68.5,DA,87248,0
35200,,KMVT,11,11,TWIN FALLS,ID,424347,1142455,1495,323,40,ND,,
62427,1,KIPT,22,22,TWIN FALLS,ID,424346,1142456,1353.6,181.9,78,ND,,
62427,2,KIPT,22,22,TWIN FALLS,ID,431650,1140918,2015.2,487,0.04,DA,20753,0
1255,,KXTF,34,34,TWIN FALLS,ID,424342,1142446,1324,152,49.4,DA,102821,0
37238,,W50CH,36,50,ALTON,IL,385512,900618,210,0,0.128,ND,,
66978,,WEDE-CD,28,34,ARLINGTON HEIGHTS,IL,415244,873810,625.4,0,3.28,DA,92281,0
5875,,WYZZ-TV,28,28,BLOOMINGTON,IL,403845,891045,523,293,1000,ND,,
4297,,WSIU-TV,8,8,CARBONDALE,IL,380611,891440,410.5,271.3,53,ND,,
25684,,WICD,32,41,CHAMPAIGN,IL,400411,875445,579.5,375,795,DA,68470,0
42124,,WCIA,34,48,CHAMPAIGN,IL,400621,882700,461.1,245,767,ND,,
70428,,WBXC-CD,18,46,CHAMPAIGN/URBANA,IL,400640,881435,307.3,0,0.042,DA,16237,0
18301,,WEIU-TV,30,50,CHARLESTON,IL,393415,881826,351.3,146,174,DA,69577,130
35092,,WOCK-CD,4,4,CHICAGO,IL,415356,873723,570.8,0,0.3,DA,93831,0
9617,,WBBM-TV,12,12,CHICAGO,IL,415244,873808,680,497,8,ND,,
168662,,WMEU-CD,18,32,CHICAGO,IL,415244,873810,654,0,11,DA,106736,235
72115,,WGN-TV,19,19,CHICAGO,IL,415244,873810,633.4,453,645,DA,39765,0
71425,,WWME-CD,20,39,CHICAGO,IL,415244,873810,623,0,10,DA,97308,260
73226,,WLS-TV,22,44,CHICAGO,IL,415244,873808,698.9,518,636,DA,104639,0
71428,,WCIU-TV,23,27,CHICAGO,IL,415244,873810,653,473,503,DA,90914,0
22211,,WFLD,24,31,CHICAGO,IL,415244,873810,655.4,475,859,DA,87036,0
10802,,WTTW,25,47,CHICAGO,IL,415244,873810,646,465,193,DA,33534,0
168237,,WPVN-CD,26,20,CHICAGO,IL,415321,873736,572.7,0,15,DA,19180,270
47905,,WMAQ-TV,33,29,CHICAGO,IL,415244,873810,688,508,377,DA,31269,0
10981,,WCPX-TV,34,43,CHICAGO,IL,415244,873808,689.5,510,168,DA,38347,0
70852,,WAND,20,17,DECATUR,IL,395709,884957,598.4,390.5,1000,DA,109261,0
16363,,WBUI,22,22,DECATUR,IL,395656,885012,609,401,325,DA,92870,0
57221,,WRBU,28,47,EAST ST. LOUIS,IL,382318,902916,498,318,75.3,DA,38041,0
81946,,WMWC-TV,8,8,GALESBURG,IL,411844,902246,554.7,330,23,DA,104290,310
73999,,WSIL-TV,34,34,HARRISBURG,IL,373650,885220,451.1,291,1000,ND,,
70536,,WSEC,18,15,JACKSONVILLE,IL,393609,900247,493,295,80.8,ND,,
66983,,W15BU-D,15,15,JOHNSON CITY,IL,375043,885546,272,0,7,DA,90552,90
12498,,WGBO-DT,35,38,JOLIET,IL,415356,873723,581.8,401.4,565,DA,87275,0
70537,,WMEC,36,21,MACOMB,IL,402354,904355,325,131,103,ND,,
67786,,WTCT,30,17,MARION,IL,373326,890124,378,213,1000,ND,,
5468,,WQPT-TV,23,23,MOLINE,IL,411844,902245,493.5,269,80,DA,45050,0
73319,,WQAD-TV,31,38,MOLINE,IL,411844,902246,556,334,868,ND,,
40861,,WPXS,13,11,MOUNT VERNON,IL,383640,894533,304.7,163,30,DA,1000764,0
4301,,WUSI-TV,23,19,OLNEY,IL,385019,880747,432.5,283.8,50.5,ND,,
6866,,WHOI,24,19,PEORIA,IL,403911,893514,367.3,178.7,219,DA,118342,0
24801,,WEEK-TV,25,25,PEORIA,IL,403746,893253,400.6,211.6,246,DA,85946,0
42121,,WMBD-TV,26,30,PEORIA,IL,403806,893219,384.6,193,734,DA,71928,0
52280,,WAOE,33,39,PEORIA,IL,403746,893253,400.6,212,23.1,ND,,
28311,,WTVP,35,46,PEORIA,IL,403744,893412,403,216,154,ND,,
189058,,WLPD-CD,32,35,PLANO,IL,415018,880449,307.4,0,14.1,DA,111434,180
54275,,WGEM-TV,10,10,QUINCY,IL,395704,911954,428.1,238,26,ND,,
4593,,WTJR,32,32,QUINCY,IL,395819,911941,495.7,308,1000,DA,102705,0
71561,,WQEC,34,34,QUINCY,IL,395841,911833,347.1,153,58.6,ND,,
13950,,WHBF-TV,4,4,ROCK ISLAND,IL,413249,902835,611,409,33.7,ND,,
73940,,WREX,13,13,ROCKFORD,IL,421750,891424,461,216,18,ND,,
72945,,WTVO,16,16,ROCKFORD,IL,421714,891015,445,201,196,ND,,
52408,,WQRF-TV,36,42,ROCKFORD,IL,421714,891015,391.9,148,801,DA,78003,0
66996,,W29CI-D,29,29,SALEM,IL,383345,885957,290.8,0,15,ND,,
42116,,WCIX,11,13,SPRINGFIELD,IL,394727,893053,349,175.5,5,ND,,
25686,,WICS,15,42,SPRINGFIELD,IL,394815,892740,578.2,402.2,530,DA,68475,0
62009,,WRSP-TV,16,44,SPRINGFIELD,IL,394757,892646,590,415,185,ND,,
71111,,W40CN-D,27,40,SUGAR GROVE,IL,414746,882730,270.8,0,11.5,DA,78185,270
68939,,WILL-TV,9,9,URBANA,IL,400218,884010,511,302,30,ND,,
69544,,WCCU,36,26,URBANA,IL,401846,875500,335,114,624,DA,68956,0
67787,,WINM,12,12,ANGOLA,IN,412715,844810,401,141,16.5,DA,94636,0
56523,,WTTV,27,48,BLOOMINGTON,IN,392427,860852,558,318,576,DA,71725,0
10253,,WIPX-TV,28,27,BLOOMINGTON,IN,392416,860837,550.2,310,169,ND,,
66536,,WTIU,33,14,BLOOMINGTON,IN,390831,862943,437,221,345,DA,43429,0
74007,,WSJV,30,28,ELKHART,IN,413658,861138,575,335,324,DA,94697,0
67802,,WNIN,9,9,EVANSVILLE,IN,375901,871613,427.6,304,19,ND,,
24215,,WEHT,12,7,EVANSVILLE,IN,375156,873404,433.4,316,12.5,ND,,
17742,,WYYW-CD,15,15,EVANSVILLE,IN,375913,871611,287.6,0,15,DA,16531,270
189735,,WTSN-CD,20,20,EVANSVILLE,IN,375913,871611,287.6,0,15,DA,16531,270
3661,,WTVW,22,28,EVANSVILLE,IN,380127,872143,397,273,868,DA,39643,0
13991,,WFIE,26,46,EVANSVILLE,IN,375314,873107,428,310,168,ND,,
72041,,WEVV-TV,28,45,EVANSVILLE,IN,375317,873237,427.8,310.7,243,ND,,
67485,,WFWC-CD,16,45,FORT WAYNE,IN,410557,850842,353.5,0,0.876,DA,18314,0
22108,,WFWA,18,40,FORT WAYNE,IN,410613,851128,467,221,95.4,ND,,
25040,,WFFT-TV,20,36,FORT WAYNE,IN,410633,851142,465.2,219,707,DA,77897,0
73905,,WPTA,24,24,FORT WAYNE,IN,410608,851105,470,224.4,335,DA,67115,0
39270,,WANE-TV,32,31,FORT WAYNE,IN,410538,851048,471.9,232,1000,DA,85279,0
13960,,WISE-TV,34,18,FORT WAYNE,IN,410608,851105,470,224,456,ND,,
49803,,WYIN,17,17,GARY,IN,412056,872402,502,290,300,DA,46333,0
32334,,WJYS,21,36,HAMMOND,IN,415244,873808,689.5,510,105,DA,87519,0
37102,,WHMB-TV,7,20,INDIANAPOLIS,IN,395340,861221,551.5,297,12.6,ND,,
167765,,WIIH-CD,8,8,INDIANAPOLIS,IN,395325,861220,393,0,0.3,ND,,
39269,,WISH-TV,9,9,INDIANAPOLIS,IN,395325,861220,535.3,284,22.8,ND,,
70162,,WTHR,13,13,INDIANAPOLIS,IN,395543,861055,551,299,42.1,DA,107715,0
28199,,WDNI-CD,16,19,INDIANAPOLIS,IN,394801,860439,388.5,0,13.9,DA,24172,0
70161,,WALV-CD,17,46,INDIANAPOLIS,IN,395543,861055,521.8,0,8.18,ND,,
41397,,WFYI,21,21,INDIANAPOLIS,IN,395357,861202,506.3,251,225,DA,105115,0
146,,WXIN,22,45,INDIANAPOLIS,IN,395320,861207,553,300,625,DA,103244,0
7908,,WDTI,23,44,INDIANAPOLIS,IN,395340,861221,548.5,293,18.2,ND,,
40877,,WRTV,25,25,INDIANAPOLIS,IN,395357,861204,549,294,1000,ND,,
34894,,DWKOG-LP,31,31,INDIANAPOLIS,IN,394601,860929,317,0,0.297,DA,18055,0
70416,,WBXI-CA,36,47,INDIANAPOLIS,IN,394611,860926,473,0,0.065,DA,18179,355
168419,,WJTS-CD,24,18,JASPER,IN,382253,865226,307.3,0,15,ND,,
6837,,WJYL-CD,29,16,JEFFERSONVILLE,IN,382210,854945,385,0,12.9,DA,20399,150
56526,,WTTK,15,29,KOKOMO,IN,395320,861207,553,300,398,ND,,
73204,,WLFI-TV,11,11,LAFAYETTE,IN,402320,863646,440,214,30,DA,46110,0
29292,,WIWU-CD,28,51,MARION,IN,403656,853847,396.8,0,0.93,DA,23503,0
3646,,WIPB,19,23,MUNCIE,IN,400537,852332,554,246,228,ND,,
34167,,WMYO,16,51,SALEM,IN,382100,855057,588.9,390.4,487,DA,104931,0
55315,,WRLW-CA,21,17,SALEM,IN,383559,860517,349,0,0.058,ND,,
41674,,WNDU-TV,27,42,SOUTH BEND,IN,413620,861246,555.1,311.8,591,ND,,
73983,,WSBT-TV,29,22,SOUTH BEND,IN,413700,861301,574,332.6,310,ND,,
41671,,WNIT,31,35,SOUTH BEND,IN,413649,861120,574.7,332.9,78.3,DA,90123,0
36117,,WHME-TV,36,48,SOUTH BEND,IN,413543,860938,538.6,295,236,DA,30032,0
70655,,WTHI-TV,10,10,TERRE HAUTE,IN,391436,872307,444.8,293,27,ND,,
65247,,WAWV-TV,18,39,TERRE HAUTE,IN,391433,872329,414.6,248,541,ND,,
20426,,WTWO,35,36,TERRE HAUTE,IN,391433,872329,414.6,248,980,ND,,
4329,,WVUT,31,22,VINCENNES,IN,383906,872837,301.4,163.9,69.4,DA,86731,90
65523,,KLBY,17,17,COLBY,KS,391509,1012111,1260,223,625,ND,,
162115,,KWKS,19,19,COLBY,KS,391431,1012140,1422.2,383,464,DA,80546,90
166332,,KDCU-DT,31,31,DERBY,KS,374801,973130,766,345,1000,ND,,
79258,,KDCK,21,21,DODGE CITY,KS,374933,1001041,892,99,8.42,DA,66140,0
66414,,KBSD-DT,6,6,ENSIGN,KS,373828,1002041,1045.8,216.8,31,ND,,
72361,,KSNG,11,11,GARDEN CITY,KS,374640,1005210,1120,239,56.8,ND,,
65535,,KUPK,13,13,GARDEN CITY,KS,373901,1004008,1124,262.4,63,ND,,
66416,,KBSL-DT,10,10,GOODLAND,KS,392810,1013321,1343.7,274.4,84.2,ND,,
72359,,KSNC,22,22,GREAT BEND,KS,382554,984619,854.6,284,500,DA,79041,0
66415,,KBSH-DT,7,7,HAYS,KS,385301,992016,851.9,216,38.8,ND,,
60675,,KOOD,16,16,HAYS,KS,384616,984417,854,304,496,DA,43521,0
83181,,KOCW,14,14,HOISINGTON,KS,383753,985053,746,163,40,ND,,
33345,,KPTS,8,8,HUTCHINSON,KS,380321,974637,704.6,244,32,DA,87205,0
66413,,KWCH-DT,19,19,HUTCHINSON,KS,380338,974550,873.9,421,1000,ND,,
77063,,KMTW,35,35,HUTCHINSON,KS,375623,973043,734,310,1000,DA,29560,0
60683,,KSWK,8,8,LAKIN,KS,374940,1010637,1062,153,33,DA,68690,0
42636,,KMCI-TV,25,41,LAWRENCE,KS,385842,943202,611.9,323.7,526,ND,,
58552,,KOAM-TV,7,7,PITTSBURG,KS,371315,944226,606.7,335.8,14.8,ND,,
83992,,KFJX,13,13,PITTSBURG,KS,371315,944226,606.7,335.8,5.6,ND,,
11912,,KAAS-TV,17,17,SALINA,KS,390616,972316,720,314,65,DA,28829,0
70938,,KTWU,11,11,TOPEKA,KS,390350,954550,603.4,302,38,ND,,
166546,,KSQA,12,12,TOPEKA,KS,390256,954033,364.2,65.9,4.2,ND,,
63160,,WIBW-TV,13,13,TOPEKA,KS,390022,960258,760.2,413,42,ND,,
49397,,KTKA-TV,16,49,TOPEKA,KS,390134,955502,769.8,451,44.9,DA,85009,0
43649,,KTMJ-CD,20,43,TOPEKA,KS,390350,954550,516.8,0,9.27,DA,108619,0
67335,,KSNT,27,27,TOPEKA,KS,390534,954705,616,320,77.9,ND,,
65522,,KAKE,10,10,WICHITA,KS,374653,973109,733,309.8,56.5,ND,,
72348,,KSCW-DT,12,12,WICHITA,KS,380338,974550,902.6,449.3,66.4,ND,,
72358,,KSNW,15,45,WICHITA,KS,374626,973052,734.7,312.2,471,ND,,
190120,,KGPT-CD,24,24,WICHITA,KS,374801,973130,671,0,15,ND,,
11911,,KSAS-TV,26,26,WICHITA,KS,374640,973038,723,303,350,DA,43659,0
67798,,WTSF,13,44,ASHLAND,KY,382511,822406,385.3,174.1,1.07,DA,33095,0
34171,,WKAS,36,26,ASHLAND,KY,382744,823712,351,137,75.5,DA,31365,0
27696,,WLJC-TV,7,7,BEATTYVILLE,KY,373647,834018,595,321.5,185,DA,107390,20
4692,,WBKO,13,13,BOWLING GREEN,KY,370349,862607,391.2,220.5,22,ND,,
71861,,WKYU-TV,18,18,BOWLING GREEN,KY,370349,862607,347.6,176.9,61,ND,,
61217,,WNKY,24,16,BOWLING GREEN,KY,370204,861041,368.6,177.5,145,DA,81423,0
34177,,WKGB-TV,29,48,BOWLING GREEN,KY,370522,863805,398,234,37.8,DA,44491,0
8500,,WLCU-CD,15,23,CAMPBELLSVILLE,KY,372039,852134,292,0,2.48,ND,,
34204,,WCVN-TV,22,24,COVINGTON,KY,390150,843023,335,117,51.1,DA,31523,0
64017,,WDKY-TV,19,31,DANVILLE,KY,375251,841916,615.1,351.9,765,DA,108441,0
34181,,WKZT-TV,23,43,ELIZABETHTOWN,KY,374055,855031,411,178,40.4,DA,31543,0
24915,,WYMT-TV,12,12,HAZARD,KY,371138,831052,805,397.6,50,DA,64532,0
34196,,WKHA,33,16,HAZARD,KY,371135,831117,785.8,384.8,55.9,DA,117236,0
24914,,WKYT-TV,21,36,LEXINGTON,KY,380223,842410,592,298.6,724,DA,96986,0
51597,,WTVQ-DT,27,40,LEXINGTON,KY,380203,842339,578.3,284,487,DA,90655,0
73203,,WLEX-TV,28,39,LEXINGTON,KY,380203,842339,578.3,286,379,DA,67223,0
34207,,WKLE,35,42,LEXINGTON,KY,375245,841933,519,257.6,40,DA,70943,0
73692,,WBNA,8,8,LOUISVILLE,KY,380159,854517,368.5,200,27,DA,45865,0
32327,,WHAS-TV,11,11,LOUISVILLE,KY,382123,855052,585,392,16.4,ND,,
53939,,WLKY,14,26,LOUISVILLE,KY,382208,854948,583,392,452,DA,39847,0
25078,,WKYI-CD,18,24,LOUISVILLE,KY,382155,855024,394,0,13,DA,18180,140
21432,,WKPC-TV,30,17,LOUISVILLE,KY,382201,854954,427,237,80.9,DA,28430,0
28476,,WDRB,32,49,LOUISVILLE,KY,382100,855057,588.9,390.4,724,ND,,
34195,,WKMJ-TV,34,38,LOUISVILLE,KY,382201,854954,410,218,56.9,DA,64196,0
13989,,WAVE,36,47,LOUISVILLE,KY,382208,854948,583,392,813,DA,42782,0
34212,,WKMA-TV,31,42,MADISONVILLE,KY,371121,873049,447,298,44.1,DA,31621,0
23128,,WUPX-TV,25,21,MOREHEAD,KY,375426,833801,751.3,428,787,DA,67075,0
34202,,WKMR,30,15,MOREHEAD,KY,381038,832417,587,289,72.5,DA,31617,0
34174,,WKMU,17,36,MURRAY,KY,364134,883211,338,187,37.4,DA,31619,0
39738,,WXIX-TV,15,29,NEWPORT,KY,390719,843252,506,290,164,DA,19124,0
34205,,WKOH,17,30,OWENSBORO,KY,375107,871944,242,124,47.1,DA,31660,0
34211,,WKON,24,44,OWENTON,KY,383131,844839,454,214,33.1,DA,31662,0
51991,,WPSD-TV,19,32,PADUCAH,KY,371131,885853,600,492,679,DA,66320,0
65758,,WKPD,23,41,PADUCAH,KY,370539,884020,257,143,38.3,DA,44512,0
39561,,WDKA,25,49,PADUCAH,KY,372342,885623,454.5,327,623,DA,97719,0
34200,,WKPI-TV,23,24,PIKEVILLE,KY,371706,823128,890,423,49.2,DA,32103,0
30580,,WPBM-CD,15,46,SCOTTSVILLE,KY,365000,860460,355.4,0,7.78,DA,20433,300
34222,,WKSO-TV,17,14,SOMERSET,KY,371003,844930,741,429,57.4,DA,31822,0
16940,,KBCA,26,41,ALEXANDRIA,LA,305418,923729,340.5,302.7,736,DA,89179,0
52907,,KLAX-TV,31,31,ALEXANDRIA,LA,313355,923301,382,333,200,ND,,
38590,,KLPA-TV,33,26,ALEXANDRIA,LA,313357,923251,463,413,580,DA,96365,0
51598,,KALB-TV,35,35,ALEXANDRIA,LA,310216,922945,516,481,820,ND,,
589,,WAFB,9,9,BATON ROUGE,LA,302159,911247,516.9,511,5.57,ND,,
38616,,WBRZ-TV,13,13,BATON ROUGE,LA,301749,911137,501.6,498,30,DA,104679,0
24975,,KZUP-CD,20,20,BATON ROUGE,LA,301935,911636,217.3,0,10,DA,92577,0
24976,,WBRL-CD,21,21,BATON ROUGE,LA,301935,911636,217.3,0,10,DA,89170,0
12520,,WGMB-TV,24,45,BATON ROUGE,LA,301936,911636,427,424,654,DA,29743,0
38586,,WLPB-TV,25,25,BATON ROUGE,LA,302223,911216,314.8,308.8,355,DA,96853,60
8653,,WLFT-CD,30,30,BATON ROUGE,LA,302251,910316,152.1,0,15,ND,,
51806,,WBXH-CD,32,39,BATON ROUGE,LA,302637,911054,144.4,0,7.65,DA,19139,20
70021,,WVLA-TV,34,34,BATON ROUGE,LA,301935,911636,525.3,522,1000,DA,80515,150
24977,,KBTR-CD,36,41,BATON ROUGE,LA,302557,911107,197.6,0,13.6,DA,20364,80
52046,,KMLU,11,11,COLUMBIA,LA,321151,920414,542.3,518,25,ND,,
22826,,KAGN-CD,31,31,CROWLEY,LA,301921,922240,161.4,0,15,DA,20384,135
83945,,KGLA-DT,35,42,HAMMOND,LA,295842,895626,309,309,681,DA,80516,310
24978,,KFOL-CD,30,30,HOUMA,LA,293625,904142,123.4,0,15,DA,94355,240
35059,,KLFY-TV,10,10,LAFAYETTE,LA,301920,921659,537,527,20.3,ND,,
33261,,KADN-TV,16,16,LAFAYETTE,LA,302145,921253,371,359,800,DA,29847,0
21149,,KAJN-CD,17,40,LAFAYETTE,LA,300255,915949,161,0,9.14,ND,,
38588,,KLPB-TV,23,23,LAFAYETTE,LA,301920,921659,473.2,463.2,137,DA,108059,0
33471,,KATC,28,28,LAFAYETTE,LA,301926,921724,547.1,537,1000,DA,75545,0
13994,,KPLC,7,7,LAKE CHARLES,LA,302347,930004,459,451,62,ND,,
35852,,KVHP,18,30,LAKE CHARLES,LA,301727,933436,323,315,763,DA,17585,0
38587,,KLTL-TV,20,20,LAKE CHARLES,LA,302347,930004,307.1,299.1,131,DA,92871,0
59500,,KFAM-CD,24,14,LAKE CHARLES,LA,301316,931841,148,0,15,ND,,
81507,,KPXJ,32,21,MINDEN,LA,324109,935601,563.9,502,1000,DA,66613,0
48975,,KNOE-TV,8,8,MONROE,LA,321151,920414,604.3,576,22.3,ND,,
38589,,KLTM-TV,13,13,MONROE,LA,321151,920414,570,544,17.2,ND,,
24979,,KJUN-CD,7,7,MORGAN CITY,LA,294516,911025,101.5,0,2.75,DA,106488,0
24218,,KWBJ-CD,22,22,MORGAN CITY,LA,294316,911218,59.5,0,15,ND,,
82476,,KLWB,14,50,NEW IBERIA,LA,302033,915746,311.3,303.4,471,DA,90852,0
25090,,WYES-TV,11,11,NEW ORLEANS,LA,295714,895658,306.5,306,104,DA,87702,0
54280,,WNOL-TV,15,15,NEW ORLEANS,LA,295660,895728,289,286,775,DA,109935,0
71357,,WDSU,19,43,NEW ORLEANS,LA,295660,895728,288.6,286,604,DA,109905,0
37106,,WHNO,21,21,NEW ORLEANS,LA,295512,900129,255,254,300,DA,41946,0
24981,,WTNO-LP,22,22,NEW ORLEANS,LA,295829,900836,93.6,0,15,DA,109210,130
18819,,WLAE-TV,23,31,NEW ORLEANS,LA,295858,895709,274,274,168,DA,85243,0
72119,,WGNO,26,26,NEW ORLEANS,LA,295660,895728,289,286,1000,DA,109934,0
74192,,WWL-TV,27,36,NEW ORLEANS,LA,295423,900222,312.3,311,829,ND,,
4149,,WVUE-DT,29,29,NEW ORLEANS,LA,295715,895658,291.2,290,850,DA,105376,330
64048,,KNOV-CD,31,41,NEW ORLEANS,LA,295708,900413,202.9,0,5.16,DA,20389,0
21729,,WPXL-TV,33,50,NEW ORLEANS,LA,295512,900129,272.8,272,726,DA,44211,0
70419,,WBXN-CD,36,18,NEW ORLEANS,LA,295423,900222,263.8,0,5.92,DA,20425,336
349,,KDCG-CD,22,22,OPELOUSAS,LA,302033,915746,284.4,0,15,DA,119506,210
73706,,KSHV-TV,16,44,SHREVEPORT,LA,323958,935559,568.4,505.1,276,DA,32870,0
38591,,KLTS-TV,17,24,SHREVEPORT,LA,324040,935531,393,326,297,ND,,
70420,,KBXS-CD,20,50,SHREVEPORT,LA,323052,934459,144,0,0.024,DA,20399,160
70482,,KSLA,23,17,SHREVEPORT,LA,324029,935601,580.6,518,202,ND,,
35652,,KTBS-TV,28,28,SHREVEPORT,LA,324109,935601,623,563,1000,ND,,
12525,,KMSS-TV,34,34,SHREVEPORT,LA,323959,935560,614,551,1000,DA,29201,0
38497,,KADO-CD,36,40,SHREVEPORT,LA,322935,934553,163,0,13.9,ND,,
13938,,WUPL,17,24,SLIDELL,LA,295512,900129,273,272,848,DA,43616,0
3658,,KARD,19,36,WEST MONROE,LA,320543,921034,565.1,520.8,691,ND,,
38584,,KMCT-TV,22,38,WEST MONROE,LA,323022,920855,169.8,144,9.97,DA,107694,0
72099,,WGBH-TV,5,19,BOSTON,MA,421837,711412,417,374,5.3,ND,,
25456,,WBZ-TV,20,30,BOSTON,MA,421837,711412,434,390,660,DA,72835,0
73982,,WSBK-TV,21,39,BOSTON,MA,421837,711412,434,390,92.2,ND,,
7692,,WBPX-TV,22,32,BOSTON,MA,421827,711325,335,292,241,DA,41971,0
72098,,WGBX-TV,32,43,BOSTON,MA,421837,711412,434,391,403,ND,,
65684,,WCVB-TV,33,20,BOSTON,MA,421837,711412,433.4,390,831,ND,,
6463,,WFXT,34,31,BOSTON,MA,421810,711305,403,363,829,DA,85145,0
72145,,WHDH,35,42,BOSTON,MA,421841,711258,331.1,288,873,ND,,
60551,,WUTF-DT,27,27,MARLBOROUGH,MA,422302,712935,437.1,356,400,DA,108564,0
22591,,WLNE-TV,24,49,NEW BEDFORD,MA,415154,711713,313,284,213,DA,66255,0
23671,,WWDP,10,10,NORWELL,MA,420038,710240,173.5,142,5,ND,,
136751,,WNYA,7,13,PITTSFIELD,MA,423813,735943,538.3,301,12.7,DA,89843,70
6868,,WWLP,11,11,SPRINGFIELD,MA,420505,724212,325,247,15.8,DA,87511,0
72096,,WGBY-TV,13,22,SPRINGFIELD,MA,421429,723854,403.9,306,1.24,ND,,
2650,,WFXQ-CD,21,28,SPRINGFIELD,MA,421505,723841,361,0,0.024,DA,72159,0
25682,,WGGB-TV,26,40,SPRINGFIELD,MA,421430,723855,418.8,324,345,DA,90390,0
48413,,WVMA-CD,22,47,WINCHENDON,MA,430200,722202,587.4,0,9.04,ND,,
30577,,WUNI,19,29,WORCESTER,MA,422009,714255,613,468,216,ND,,
65942,,WMPT,31,42,ANNAPOLIS,MD,390036,763632,312.5,290,415,DA,88753,0
25455,,WJZ-TV,11,13,BALTIMORE,MD,392005,763902,378,295,33.8,DA,106123,0
65696,,WBAL-TV,12,11,BALTIMORE,MD,392005,763902,383,299,26.6,ND,,
65944,,WMPB,22,29,BALTIMORE,MD,392650,764647,464.4,309,36.5,DA,87779,0
7933,,WNUV,25,40,BALTIMORE,MD,392010,763858,456.8,372.8,620,DA,106798,0
10758,,WBFF,26,46,BALTIMORE,MD,392010,763858,456.8,372.8,440,DA,96405,0
59442,,WMAR-TV,27,38,BALTIMORE,MD,392005,763902,395,312,797,ND,,
40626,,WFPT,21,28,FREDERICK,MD,391537,771843,304.3,158,35.2,DA,87776,0
25045,,WHAG-TV,23,26,HAGERSTOWN,MD,393945,775753,559.4,376,538,DA,87531,0
65943,,WWPB,29,44,HAGERSTOWN,MD,393904,775814,547.9,369,372,DA,104333,0
40619,,WGPT,26,36,OAKLAND,MD,392414,791736,1057.5,285,80.8,DA,104334,0
40618,,WCPB,21,28,SALISBURY,MD,382309,753532,166.2,155,113,DA,87913,0
